web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1684182127-52","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","00:30","Despejado","18°","9 km/h","32%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-53","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","01:00","Despejado","18°","7 km/h","34%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-54","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","01:30","Despejado","17°","7 km/h","42%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-55","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","02:00","Despejado","17°","9 km/h","52%","1027 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-56","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","02:30","Despejado","17°","7 km/h","55%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-57","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","03:00","Despejado","18°","11 km/h","56%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-58","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","03:30","Despejado","17°","7 km/h","59%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-59","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","04:00","Despejado","17°","7 km/h","63%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-60","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","04:30","Despejado","17°","11 km/h","63%","1027 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-61","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","05:00","Despejado","16°","11 km/h","72%","1027 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-62","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","05:30","Despejado","16°","9 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-63","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","06:00","Despejado","16°","11 km/h","72%","1027 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-64","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","06:30","Despejado","16°","9 km/h","72%","1027 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-65","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","07:00","Despejado","16°","9 km/h","72%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-66","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","07:30","Nubes dispersas","16°","7 km/h","72%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-67","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","08:00","Despejado","16°","6 km/h","72%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-68","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","08:30","Despejado","16°","11 km/h","72%","1029 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-69","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","09:00","Despejado","18°","7 km/h","68%","1029 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-70","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","09:30","Despejado","19°","4 km/h","64%","1029 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-71","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","10:00","Despejado","20°","6 km/h","60%","1029 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-72","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","10:30","Despejado","20°","9 km/h","56%","1029 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-73","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","11:00","Despejado","20°","7 km/h","56%","1029 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-74","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","11:30","Despejado","20°","7 km/h","56%","1029 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-75","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","12:00","Despejado","21°","6 km/h","56%","1029 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-76","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","12:30","Despejado","20°","7 km/h","60%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-77","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","13:00","Despejado","20°","7 km/h","56%","1028 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-78","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","13:30","Despejado","21°","6 km/h","46%","1027 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-79","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","14:00","Despejado","21°","6 km/h","49%","1027 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-80","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","14:30","Despejado","21°","7 km/h","46%","1027 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-81","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","15:00","Despejado","21°","7 km/h","46%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-82","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","15:30","Despejado","20°","7 km/h","49%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-83","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","16:00","Despejado","20°","7 km/h","49%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-84","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","16:30","Despejado","21°","9 km/h","43%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-85","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","17:00","Despejado","21°","7 km/h","46%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-86","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","17:30","Despejado","20°","7 km/h","46%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-87","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","18:00","Despejado","20°","9 km/h","49%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-88","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","18:30","Despejado","19°","13 km/h","49%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-89","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","19:00","Despejado","18°","11 km/h","49%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-90","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","19:30","Despejado","18°","11 km/h","37%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-91","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","20:00","Despejado","18°","17 km/h","32%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-92","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","20:30","Despejado","18°","15 km/h","32%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-93","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","21:00","Despejado","17°","17 km/h","36%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-94","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","21:30","Despejado","17°","20 km/h","45%","1027 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-95","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","22:00","Nubes dispersas","18°","20 km/h","56%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-96","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","22:30","Nubes dispersas","18°","19 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-97","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","23:00","Nubes dispersas","18°","20 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182127-98","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Miércoles 2 Enero 2019","23:30","Nubes dispersas","17°","20 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/2-enero-2019.html"
"1684182133-99","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","00:00","Nubes dispersas","17°","20 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-100","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","","","","","","","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-101","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","00:30","Nubes dispersas","18°","20 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-102","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","01:00","Nubes dispersas","17°","19 km/h","72%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-103","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","01:30","Nubes dispersas","17°","19 km/h","72%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-104","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","02:00","Nubes dispersas","17°","17 km/h","72%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-105","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","02:30","Nubes dispersas","17°","19 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-106","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","03:00","Nubes dispersas","17°","19 km/h","59%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-107","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","03:30","Nubes dispersas","16°","19 km/h","59%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-108","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","04:00","Nubes dispersas","17°","15 km/h","55%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-109","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","04:30","Despejado","16°","13 km/h","59%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-110","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","05:00","Despejado","16°","15 km/h","55%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-111","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","05:30","Despejado","16°","17 km/h","59%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-112","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","06:00","Despejado","16°","13 km/h","59%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-113","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","06:30","Despejado","15°","11 km/h","67%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-114","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","07:00","Despejado","15°","15 km/h","67%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-115","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","07:30","Nubes dispersas","15°","11 km/h","63%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-116","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","08:00","Nubes dispersas","15°","11 km/h","67%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-117","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","08:30","Nubes dispersas","16°","11 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-118","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","09:00","Nubes dispersas","16°","11 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-119","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","09:30","Nubes dispersas","18°","13 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-120","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","10:00","Nubes dispersas","18°","15 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-121","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","10:30","Parcialmente cubierto","19°","17 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-122","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","11:00","Nubes dispersas","19°","15 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-123","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","11:30","Parcialmente cubierto","19°","11 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-124","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","12:00","Nubes dispersas","19°","13 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-125","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","12:30","Nubes dispersas","20°","13 km/h","60%","1025 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-126","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","13:00","Nubes dispersas","20°","15 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-127","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","13:30","Nubes dispersas","20°","15 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-128","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","14:00","Nubes dispersas","20°","13 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-129","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","14:30","Nubes dispersas","20°","15 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-130","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","15:00","Nubes dispersas","20°","15 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-131","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","15:30","Nubes dispersas","20°","15 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-132","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","16:00","Nubes dispersas","19°","17 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-133","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","16:30","Nubes dispersas","19°","17 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-134","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","17:00","Nubes dispersas","19°","19 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-135","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","17:30","Nubes dispersas","19°","17 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-136","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","18:00","Nubes dispersas","18°","19 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-137","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","18:30","Nubes dispersas","18°","20 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-138","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","19:00","Nubes dispersas","18°","20 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
"1684182133-139","https://www.tutiempo.net/registros/gclp/1-enero-2019.html","Jueves 3 Enero 2019","19:30","Nubes dispersas","18°","20 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/3-enero-2019.html"
