web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680698269-298","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 6 Diciembre 2022","23:30","Nubes dispersas","20°","26 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2022.html"
"1680698272-299","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","00:00","Nubes dispersas","20°","26 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-300","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-301","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","00:30","Nubes dispersas","20°","24 km/h","78%","1013 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-302","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","01:00","Nubes dispersas","20°","24 km/h","78%","1013 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-303","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","01:30","Nubes dispersas","20°","19 km/h","78%","1013 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-304","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","02:00","Nubes dispersas","20°","11 km/h","73%","1013 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-305","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","02:30","Nubes dispersas","20°","13 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-306","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","03:00","Despejado","20°","20 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-307","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","03:30","Despejado","19°","7 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-308","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","04:00","Despejado","19°","4 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-309","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","04:30","Despejado","19°","4 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-310","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","05:00","Despejado","19°","6 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-311","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","05:30","Despejado","18°","4 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-312","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","06:00","Nubes dispersas","18°","4 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-313","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","06:30","Nubes dispersas","18°","9 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-314","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","07:00","Nubes dispersas","19°","7 km/h","64%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-315","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","07:30","Nubes dispersas","19°","4 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-316","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","08:00","Parcialmente cubierto","19°","6 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-317","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","08:30","Parcialmente cubierto","20°","9 km/h","64%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-318","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","09:00","Parcialmente cubierto","21°","11 km/h","64%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-319","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","09:30","Parcialmente cubierto","22°","13 km/h","60%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-320","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","10:00","Parcialmente cubierto","22°","13 km/h","57%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-321","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","10:30","Parcialmente cubierto","22°","11 km/h","57%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-322","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","11:00","Parcialmente cubierto","22°","7 km/h","60%","1013 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-323","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","11:30","Parcialmente cubierto","22°","4 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-324","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","12:00","Parcialmente cubierto","22°","6 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-325","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","12:30","Parcialmente cubierto","23°","7 km/h","65%","1012 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-326","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","13:00","Nubes dispersas","23°","9 > 32 km/h","65%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-327","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","13:30","Nubes dispersas","24°","4 km/h","61%","1011 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-328","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","14:00","Nubes dispersas","23°","33 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-329","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","14:30","Parcialmente cubierto","23°","28 km/h","73%","1010 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-330","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","15:00","Parcialmente cubierto","23°","9 km/h","61%","1010 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-331","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","15:30","Lluvia ligera","23°","6 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-332","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","16:00","Parcialmente cubierto","22°","28 km/h","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-333","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","16:30","Lluvia ligera","21°","24 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-334","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","17:00","Parcialmente cubierto","21°","30 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-335","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","17:30","Parcialmente cubierto","21°","30 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-336","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","18:00","Parcialmente cubierto","22°","32 km/h","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-337","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","18:30","Lluvia ligera","21°","30 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-338","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","19:00","Parcialmente cubierto","21°","32 km/h","94%","1008 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-339","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","19:30","Parcialmente cubierto","22°","44 km/h","88%","1008 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-340","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","20:00","Parcialmente cubierto","22°","33 > 52 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-341","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","20:30","Lluvia ligera","22°","37 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-342","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","21:00","Parcialmente cubierto","22°","35 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-343","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","21:30","Parcialmente cubierto","22°","19 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-344","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","22:00","Parcialmente cubierto","22°","19 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-345","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","22:30","Parcialmente cubierto","21°","4 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-346","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","23:00","Parcialmente cubierto","21°","6 km/h","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698272-347","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Miércoles 7 Diciembre 2022","23:30","Parcialmente cubierto","22°","11 > 32 km/h","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2022.html"
"1680698275-348","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","00:00","Lluvia ligera","22°","13 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-349","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-350","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","00:30","Mayormente cubierto","21°","4 km/h","83%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-351","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","01:00","Lluvia","21°","2 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-352","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","01:05","Lluvia","21°","7 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-353","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","01:22","Lluvia ligera","21°","2 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-354","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","01:30","Lluvia","20°","7 km/h","100%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-355","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","02:00","Parcialmente cubierto","20°","6 km/h","100%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-356","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","02:30","Parcialmente cubierto","21°","4 km/h","88%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-357","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","03:00","Parcialmente cubierto","20°","2 km/h","94%","1008 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-358","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","03:30","Parcialmente cubierto","20°","En calma","94%","1008 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-359","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","04:00","Nubes dispersas","20°","7 km/h","94%","1008 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-360","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","04:30","Nubes dispersas","20°","7 km/h","94%","1008 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-361","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","05:00","Nubes dispersas","20°","4 km/h","94%","1008 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-362","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","05:30","Nubes dispersas","20°","6 km/h","88%","1008 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-363","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","06:00","Nubes dispersas","21°","2 km/h","88%","1008 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-364","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","06:30","Nubes dispersas","21°","6 km/h","88%","1008 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-365","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","07:00","Nubes dispersas","20°","7 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-366","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","07:30","Parcialmente cubierto","21°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-367","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","08:00","Nubes dispersas","21°","13 km/h","94%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-368","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","08:30","Parcialmente cubierto","21°","11 km/h","94%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-369","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","09:00","Parcialmente cubierto","22°","9 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-370","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","09:30","Nubes dispersas","22°","4 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-371","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","10:00","Nubes dispersas","22°","2 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-372","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","10:30","Nubes dispersas","22°","6 km/h","88%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-373","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","11:00","Nubes dispersas","22°","7 km/h","88%","1011 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-374","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","11:30","Nubes dispersas","23°","13 km/h","83%","1011 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-375","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","12:00","Nubes dispersas","24°","13 km/h","74%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-376","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","12:30","Nubes dispersas","24°","7 km/h","74%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-377","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","13:00","Nubes dispersas","25°","15 km/h","74%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-378","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","13:30","Nubes dispersas","25°","13 km/h","69%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-379","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","14:00","Nubes dispersas","25°","15 km/h","65%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-380","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","14:30","Nubes dispersas","24°","15 km/h","74%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-381","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","15:00","Nubes dispersas","24°","11 km/h","74%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-382","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","15:30","Nubes dispersas","23°","11 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-383","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","16:00","Nubes dispersas","24°","7 km/h","74%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-384","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","16:30","Nubes dispersas","23°","11 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-385","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","17:00","Nubes dispersas","23°","13 km/h","69%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-386","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","17:30","Nubes dispersas","23°","15 km/h","73%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-387","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","18:00","Nubes dispersas","22°","11 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-388","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","18:30","Nubes dispersas","22°","11 km/h","78%","1009 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-389","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","19:00","Nubes dispersas","22°","11 km/h","78%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-390","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","19:30","Nubes dispersas","22°","9 km/h","78%","1010 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-391","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","20:00","Parcialmente cubierto","22°","7 km/h","78%","1011 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-392","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","20:30","Parcialmente cubierto","21°","6 km/h","83%","1011 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-393","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","21:00","Parcialmente cubierto","21°","9 km/h","83%","1012 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-394","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","21:30","Parcialmente cubierto","21°","9 km/h","83%","1012 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-395","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","22:00","Parcialmente cubierto","21°","6 km/h","83%","1012 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-396","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","22:30","Parcialmente cubierto","21°","6 km/h","83%","1012 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-397","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","23:00","Nubes dispersas","21°","6 km/h","83%","1012 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698275-398","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Jueves 8 Diciembre 2022","23:30","Nubes dispersas","21°","7 km/h","83%","1012 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2022.html"
"1680698278-399","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","00:00","Nubes dispersas","21°","9 km/h","83%","1012 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-400","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-401","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","00:30","Mayormente cubierto","21°","9 km/h","88%","1012 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-402","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","01:00","Parcialmente cubierto","21°","6 km/h","88%","1012 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-403","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","01:30","Parcialmente cubierto","20°","7 km/h","94%","1012 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-404","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","02:00","Parcialmente cubierto","20°","7 km/h","94%","1012 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-405","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","02:30","Parcialmente cubierto","21°","7 km/h","88%","1012 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-406","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","03:00","Parcialmente cubierto","21°","6 km/h","88%","1012 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-407","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","03:30","Parcialmente cubierto","21°","7 km/h","88%","1012 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-408","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","04:00","Parcialmente cubierto","20°","9 km/h","88%","1013 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-409","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","04:30","Parcialmente cubierto","20°","9 km/h","94%","1013 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-410","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","05:00","Parcialmente cubierto","20°","9 km/h","94%","1013 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-411","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","05:30","Nubes dispersas","20°","7 km/h","88%","1013 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-412","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","06:00","Nubes dispersas","20°","6 km/h","88%","1013 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
"1680698278-413","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Viernes 9 Diciembre 2022","06:30","Nubes dispersas","20°","7 km/h","88%","1013 hPa","https://www.tutiempo.net/registros/gclp/9-diciembre-2022.html"
