web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
1680018427-39,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,18:30,Nubes dispersas,20°,32 km/h,68%,1020 hPa,
1680018427-40,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,19:00,Nubes dispersas,20°,28 km/h,68%,1020 hPa,
1680018427-41,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,19:30,Nubes dispersas,20°,28 km/h,68%,1020 hPa,
1680018427-42,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,20:00,Nubes dispersas,20°,22 km/h,68%,1020 hPa,
1680018427-43,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,20:30,Nubes dispersas,20°,22 km/h,64%,1020 hPa,
1680018427-44,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,21:00,Nubes dispersas,19°,19 km/h,68%,1020 hPa,
1680018427-45,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,21:30,Nubes dispersas,19°,17 km/h,68%,1020 hPa,
1680018427-46,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,22:00,Nubes dispersas,19°,19 km/h,64%,1020 hPa,
1680018427-47,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,22:30,Nubes dispersas,19°,17 km/h,68%,1020 hPa,
1680018427-48,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,23:00,Nubes dispersas,19°,17 km/h,68%,1020 hPa,
1680018427-49,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Domingo 1 Diciembre 2019,23:30,Nubes dispersas,18°,19 km/h,73%,1020 hPa,
1680018430-50,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,00:00,Nubes dispersas,19°,19 km/h,68%,1020 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-51,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,null,null,null,null,null,null,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-52,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,00:30,Nubes dispersas,19°,24 km/h,68%,1020 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-53,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,01:00,Parcialmente cubierto,19°,19 km/h,68%,1019 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-54,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,01:30,Nubes dispersas,19°,17 km/h,68%,1019 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-55,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,02:00,Nubes dispersas,20°,20 km/h,60%,1019 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-56,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,02:30,Nubes dispersas,20°,22 km/h,60%,1019 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-57,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,03:00,Nubes dispersas,20°,26 km/h,64%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-58,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,03:30,Nubes dispersas,20°,26 km/h,64%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-59,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,04:00,Parcialmente cubierto,19°,22 km/h,73%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-60,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,04:30,Parcialmente cubierto,19°,24 km/h,78%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-61,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,05:00,Parcialmente cubierto,19°,28 km/h,78%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-62,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,05:30,Parcialmente cubierto,19°,24 km/h,78%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-63,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,06:00,Parcialmente cubierto,19°,19 km/h,73%,1017 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-64,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,06:30,Nubes dispersas,18°,15 km/h,77%,1017 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-65,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,07:00,Parcialmente cubierto,19°,22 km/h,68%,1017 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-66,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,07:30,Nubes dispersas,19°,17 km/h,73%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-67,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,08:00,Parcialmente cubierto,19°,20 km/h,68%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-68,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,08:30,Mayormente cubierto,20°,20 km/h,68%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-69,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,09:00,Mayormente cubierto,20°,22 km/h,68%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-70,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,09:30,Mayormente cubierto,20°,26 km/h,73%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-71,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,10:00,Lluvia ligera,18°,32 km/h,88%,1019 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-72,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,10:30,Mayormente cubierto,19°,15 km/h,83%,1019 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-73,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,11:00,Mayormente cubierto,21°,26 km/h,69%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-74,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,11:30,Mayormente cubierto,21°,26 > 46 km/h,64%,1018 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-75,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,12:00,Mayormente cubierto,22°,35 km/h,57%,1017 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-76,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,12:30,Parcialmente cubierto,23°,32 km/h,57%,1017 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-77,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,13:00,Parcialmente cubierto,23°,35 km/h,53%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-78,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,13:30,Nubes dispersas,23°,37 km/h,50%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-79,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,14:00,Nubes dispersas,22°,37 km/h,53%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-80,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,14:30,Parcialmente cubierto,22°,35 km/h,53%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-81,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,15:00,Parcialmente cubierto,22°,28 km/h,50%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-82,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,15:30,Parcialmente cubierto,22°,30 km/h,50%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-83,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,16:00,Parcialmente cubierto,22°,26 km/h,50%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-84,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,16:30,Parcialmente cubierto,21°,28 km/h,53%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-85,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,17:00,Parcialmente cubierto,21°,15 km/h,56%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-86,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,17:30,Nubes dispersas,21°,24 km/h,64%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-87,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,18:00,Nubes dispersas,20°,26 km/h,64%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-88,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,18:30,Parcialmente cubierto,20°,32 km/h,64%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-89,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,19:00,Parcialmente cubierto,19°,30 km/h,73%,1015 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-90,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,19:30,Lluvia ligera,18°,30 km/h,83%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-91,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,20:00,Parcialmente cubierto,18°,19 km/h,83%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-92,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,20:30,Lluvia ligera,18°,22 km/h,77%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-93,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,20:40,Lluvia,18°,22 km/h,83%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-94,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,21:00,Lluvia,17°,15 km/h,88%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-95,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,21:30,Mayormente cubierto,17°,20 km/h,82%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-96,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,21:45,Lluvia,18°,24 km/h,77%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-97,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,22:00,Lluvia,18°,19 km/h,77%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-98,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,22:30,Lluvia,17°,19 km/h,88%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-99,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,23:00,Mayormente cubierto,18°,15 km/h,83%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018430-100,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Lunes 2 Diciembre 2019,23:30,Lluvia ligera,18°,20 km/h,77%,1016 hPa,https://www.tutiempo.net/registros/gclp/2-diciembre-2019.html
1680018432-101,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,00:00,Mayormente cubierto,17°,19 km/h,82%,1016 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-102,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,null,null,null,null,null,null,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-103,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,00:10,Lluvia,18°,19 km/h,77%,1016 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-104,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,00:30,Lluvia,17°,17 km/h,82%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-105,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,01:00,Lluvia ligera,18°,22 km/h,73%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-106,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,01:30,Lluvia ligera,17°,19 km/h,82%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-107,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,02:00,Mayormente cubierto,17°,15 km/h,77%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-108,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,02:30,Mayormente cubierto,18°,13 km/h,73%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-109,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,03:00,Mayormente cubierto,18°,15 km/h,73%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-110,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,03:30,Lluvia ligera,17°,11 km/h,77%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-111,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,03:44,Lluvia,18°,13 km/h,73%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-112,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,04:00,Llovizna,17°,20 km/h,82%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-113,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,04:30,Llovizna,18°,13 km/h,73%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-114,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,05:00,Llovizna,18°,15 km/h,73%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-115,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,05:30,Mayormente cubierto,18°,11 km/h,73%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-116,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,05:48,Lluvia,18°,11 km/h,68%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-117,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,06:00,Llovizna,17°,13 km/h,77%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-118,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,06:30,Mayormente cubierto,17°,13 km/h,77%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-119,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,07:00,Mayormente cubierto,18°,13 km/h,73%,1015 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-120,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,07:30,Lluvia ligera,18°,11 km/h,73%,1016 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-121,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,08:00,Mayormente cubierto,18°,13 km/h,73%,1016 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-122,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,08:30,Mayormente cubierto,18°,11 km/h,73%,1016 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-123,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,09:00,Mayormente cubierto,19°,19 km/h,64%,1016 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-124,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,09:30,Mayormente cubierto,19°,24 km/h,64%,1017 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-125,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,10:00,Mayormente cubierto,19°,20 km/h,60%,1017 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-126,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,10:30,Mayormente cubierto,20°,17 km/h,60%,1017 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-127,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,11:00,Parcialmente cubierto,21°,30 km/h,49%,1017 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-128,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,11:30,Parcialmente cubierto,21°,35 km/h,49%,1017 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-129,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,12:00,Parcialmente cubierto,21°,26 > 44 km/h,56%,1017 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-130,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,12:30,Parcialmente cubierto,21°,32 km/h,56%,1017 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
1680018432-131,https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html,Martes 3 Diciembre 2019,13:00,Parcialmente cubierto,20°,20 km/h,68%,1017 hPa,https://www.tutiempo.net/registros/gclp/3-diciembre-2019.html
